HDFCBANK.NS_Return,HDFCBANK.NS_MA7,HDFCBANK.NS_MA21,HDFCBANK.NS_EMA21,HDFCBANK.NS_STD21,HDFCBANK.NS_RSI,Target_Reg,Target_Cls,Split,Date,Close,HDFCBANK_Return_3,HDFCBANK_Return_5,HDFCBANK_Return_10,HDFCBANK_Volatility_7,HDFCBANK_Volatility_14,HDFCBANK_Momentum_5,HDFCBANK_Momentum_10,HDFCBANK_BB_upper,HDFCBANK_BB_lower,HDFCBANK_BB_width,HDFCBANK_EMA12,HDFCBANK_EMA26,HDFCBANK_MACD,HDFCBANK_Signal,High,Low,H-L,H-PC,L-PC,TR,DM_plus,DM_minus,HDFCBANK_ADX,HDFCBANK_Stochastic,HDFCBANK_WilliamsR,HDFCBANK_CCI,HDFCBANK_Lag_1,HDFCBANK_Lag_2,HDFCBANK_Lag_3,HDFCBANK_Lag_5,HDFCBANK_Lag_10,HDFCBANK_MA7,HDFCBANK_STD7,HDFCBANK_MA21,HDFCBANK_STD21,HDFCBANK_MA50,HDFCBANK_STD50,HDFCBANK_RSI,NIFTY_Close,NIFTY_Return,NIFTY_MA7,NIFTY_MA21,NIFTY_RSI
-0.0127389889477901,494.08438982282365,496.4794296991257,496.2500703859672,4.896800391134525,32.22216497903328,477.7651672363281,0,Train,2018-01-01,-0.0127389889477901,-1.3962783477777045,-1.3412551364726193,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.0170862343596914,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.0127389889477901,-0.0127389889477901,0.0,0.0,-0.01278351101816728,-0.012691455074060989,-9.205594410629028e-05,0.0015756896557083677,0.0016440244706952892,-9.205594410629028e-05,0.0,0.0,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
-0.0111295082046946,490.27880859375,495.21146065848217,494.5696246450909,6.055646512293277,29.62447045719901,488.3902587890625,1,Train,2018-01-02,-0.0111295082046946,-1.3962783477777045,-1.3412551364726193,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.0170862343596914,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.012491376525775408,-0.012619768152005247,0.0001283916262298391,2.567832524596782e-05,-0.011163299292081732,-0.01109496447709481,-6.833481498692145e-05,0.0015756896557083677,0.0016440244706952892,0.0016440244706952892,0.0016202117260855475,0.0,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0222391506986499,488.4036865234375,494.6686052594866,494.0078641127247,6.1351132831880975,42.83477437648067,490.8557434082031,1,Train,2018-01-03,0.0222391506986499,-1.3962783477777045,-1.3412551364726193,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.0170862343596914,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.007148218491248437,-0.010037626014919681,0.0028894075236712436,0.000598424164931023,0.022333728424829214,0.022184312270669686,0.00014941615415952833,0.033463236629523815,0.033313820475364284,0.033463236629523815,0.033497027716910946,0.0,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,-0.0111295082046946,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0050481854925887,487.9021998814174,494.4298793247768,493.7213076850409,6.183415339135869,47.490990484763984,494.2487487792969,1,Train,2018-01-04,0.0050481854925887,-1.3962783477777045,-1.3412551364726193,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.0170862343596914,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.005271848647581186,-0.008920158495844986,0.0036483098482638,0.0012084013015975785,0.005063989128629526,0.0050375660845652466,2.642304406427938e-05,0.017175161570020376,0.017201584614084654,0.017201584614084654,0.0,0.01714674618610444,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,0.0222391506986499,-0.0111295082046946,-0.0127389889477901,-0.0127389889477901,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0069124287871926,487.9910932268416,494.289552234468,493.7692568754279,6.150863676085409,46.09021909120909,496.3973693847656,1,Train,2018-01-05,0.0069124287871926,-1.6210902278931634,-1.3412551364726193,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.0170862343596914,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.0033973444268467577,-0.007747374252657017,0.00435002982581026,0.0018367270064401147,0.006939583083381055,0.006887495277630328,5.20878057507267e-05,0.0018913975907923547,0.001839309785041628,0.0018913975907923547,0.0018755939547515288,0.0,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,0.0050481854925887,0.0222391506986499,-0.0111295082046946,-0.0127389889477901,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0043472454119013,488.5965794154576,494.21576218377976,494.00817619445854,6.113977400687332,48.63252981406382,498.4166259765625,1,Train,2018-01-06,0.0043472454119013,-0.8045228673159172,-1.3412551364726193,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.0170862343596914,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.002205869067039364,-0.006851476499726772,0.004645607432687408,0.0023985030916895736,0.004362759525755151,0.004328440873475654,3.4318652279497104e-05,0.002549669261437449,0.002583987913716946,0.002583987913716946,0.0,0.002559054404154674,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,0.0069124287871926,0.0050481854925887,0.0222391506986499,-0.0127389889477901,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0040678229103017,489.8880310058594,494.4354785737537,494.408944356468,6.180926914934128,47.82021028428363,497.1486511230469,0,Train,2018-01-07,0.0040678229103017,-0.19420098245721795,-1.3654988913693265,-0.6349529611282914,1.1590543602855052,1.2901029743845422,0.015197331114996299,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.0012406856859099695,-0.00604263950639133,0.00480195382048136,0.002879193237447931,0.004081133047000986,0.004052676460051718,2.8456586949268323e-05,0.00026611236490031373,0.00029456895184958205,0.00029456895184958205,0.0,0.0002757644134239361,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,0.0043472454119013,0.0069124287871926,0.0050481854925887,-0.0111295082046946,-0.0127389889477901,0.0026780480211642146,0.011826774722836714,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
-0.0025440059328503,491.8889378138951,494.4405096144904,494.6580086079752,6.183198040374694,47.10737204977745,498.4166259765625,1,Train,2018-01-08,-0.0025440059328503,-1.3680335828650927,-1.1143931244193035,-0.6349529611282914,1.1590543602855052,1.2901029743845422,-0.0247831566315002,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.0014411964931315586,-0.005783481463906809,0.00434228497077525,0.003171811584113395,-0.0025523119988002424,-0.0025379919613316136,-1.4320037468628852e-05,0.006620134909101943,0.006605814871633314,0.006620134909101943,0.0,0.006590668421383332,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,0.0040678229103017,0.0043472454119013,0.0069124287871926,0.0222391506986499,-0.0127389889477901,0.0041344741661556135,0.010115764766394824,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0025504944057501,494.8391462053572,494.5987272716704,494.99970109602856,6.242977856303871,43.99153801584356,502.4083557128906,1,Train,2018-01-09,0.0025504944057501,-0.4133079308640589,-0.49477006946465996,-0.6349529611282914,1.19413497911455,1.2901029743845422,-0.0024976910868386,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,-0.0008270902009959189,-0.005166149918006298,0.004339059717010379,0.003405261210692792,0.0025598276551202595,0.0025419942837370062,1.783337138325323e-05,0.00510383358797056,0.005086000216587306,0.00510383358797056,0.005112139653920502,0.0,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,-0.0025440059328503,0.0040678229103017,0.0043472454119013,0.0050481854925887,-0.0127389889477901,0.006088760253361999,0.007711002703317499,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
0.0080088213921576,496.8417314801897,494.9090140206473,495.6732151521069,6.468347907891038,50.87594831734154,500.0719909667969,0,Train,2018-01-10,0.0080088213921576,0.9688225295834245,0.15861177579093555,-0.6349529611282914,1.3744342607673687,1.2901029743845422,0.0010963926049650007,0.0080886587541799,0.01965602172300332,-0.018306884137401752,0.03796290586040507,0.000532280813335392,-0.004190226117253417,0.004722506930588809,0.0036687103546719957,0.008043761638812675,0.007988887736159186,5.4873902653488835e-05,0.005493267233062574,0.005438393330409085,0.005493267233062574,0.005483933983692416,0.0,9.557706717196451,21.62384495717594,-78.37615504282407,-81.74797830720895,0.0025504944057501,-0.0025440059328503,0.0040678229103017,0.0069124287871926,-0.0127389889477901,0.004055856066720242,0.0034322005419367583,0.0002273195801190191,0.009474748725783634,0.001712513498854852,0.0095606068794484,55.03290520914964,10862.5498046875,0.0,10767.4140625,10816.58091517857,37.26949091495217
