Date,Close_HDFCBANK.NS,Close_RELIANCE.NS,Close_TCS.NS,Close_^NSEI,High_HDFCBANK.NS,High_RELIANCE.NS,High_TCS.NS,High_^NSEI,Low_HDFCBANK.NS,Low_RELIANCE.NS,Low_TCS.NS,Low_^NSEI,Open_HDFCBANK.NS,Open_RELIANCE.NS,Open_TCS.NS,Open_^NSEI,Volume_HDFCBANK.NS,Volume_RELIANCE.NS,Volume_TCS.NS,Volume_^NSEI,RELIANCE.NS_Return,RELIANCE.NS_MA7,RELIANCE.NS_MA21,RELIANCE.NS_EMA21,RELIANCE.NS_STD21,RELIANCE.NS_RSI,TCS.NS_Return,TCS.NS_MA7,TCS.NS_MA21,TCS.NS_EMA21,TCS.NS_STD21,TCS.NS_RSI,HDFCBANK.NS_Return,HDFCBANK.NS_MA7,HDFCBANK.NS_MA21,HDFCBANK.NS_EMA21,HDFCBANK.NS_STD21,HDFCBANK.NS_RSI
2019-02-12,500.0719909667969,558.7007446289062,1740.6265869140625,10831.400390625,504.3690009034476,565.7934572740039,1756.2375040965785,10910.900390625,498.9214514651015,556.5217966214702,1712.1194605154085,10823.7998046875,502.0209143070628,556.5217966214702,1756.2375040965785,10879.7001953125,9772388,13998153,2422903,292300.0,0.002513470063914447,569.8591570172991,547.6048801967075,547.9288513229633,23.065779860932487,56.07830637382618,-0.00692177510342229,1749.134974888393,1673.7406180245537,1692.011530853248,66.49366799067991,83.62633254347432,-0.004650330193610275,498.15833827427457,495.22264898390995,496.0731038625333,6.554979685131675,56.186335527034146
2019-02-14,495.4931640625,544.382080078125,1734.687744140625,10746.0498046875,502.4904727653386,551.8527951100378,1760.4798552637494,10792.7001953125,494.4130787504823,541.625058753806,1724.8885087734438,10718.75,502.4904727653386,551.8527951100378,1747.7959574925385,10786.099609375,7441388,14496604,1724085,627000.0,-0.025628504505201266,565.6219656808036,549.6070207868304,547.6064175734325,20.63691005123788,45.5055467259591,-0.0034118993804216347,1748.4501953125,1681.044945126488,1695.8911866066458,64.21699429740573,79.46452597177061,-0.009156335461709353,498.3361118861607,495.0918259393601,496.02038206253025,6.5190560394857275,51.8683256085872
2019-02-15,493.2508544921875,553.3868408203125,1722.046142578125,10724.400390625,495.0002251035989,555.8103879290705,1740.9660391084496,10785.75,487.9794108373071,539.846216795909,1706.138192659371,10620.400390625,494.8241185851084,546.8499960317938,1738.420767121449,10780.25,8416524,20994460,1930065,521900.0,0.016541251212558672,562.6298828125,551.9056120372954,548.1319105958761,17.946533174546538,49.72064137218663,-0.007287537255739829,1746.6503731863838,1687.652553013393,1698.26890987678,60.69758543438692,72.83985636259392,-0.004525409698749483,497.88660975864957,494.8732314336868,495.76860682886274,6.499183530988579,51.07616695792365
2019-02-18,490.7265625,542.558837890625,1671.6497802734375,10640.9501953125,497.324708331435,556.9666006579668,1732.4392745338578,10759.900390625,489.8108317183066,540.290955353684,1665.159316225355,10628.400390625,494.69486298210586,555.8548632656433,1728.7486509982434,10738.650390625,7138744,21106139,2942184,345400.0,-0.019566787879589986,556.9030064174107,553.7192876906622,547.6252676226715,14.508384828194288,48.34415679679996,-0.02926539600689071,1733.984619140625,1690.7230340866815,1695.8489890037488,57.993339332647835,52.90219508148044,-0.005117663698294694,496.7880292619978,494.39913795107884,495.3102391626025,6.416831921926507,51.33746585290052
2019-02-19,489.3529968261719,540.780029296875,1616.077880859375,10604.349609375,495.0118511073224,551.274565434073,1672.243501428661,10722.849609375,487.9793432416904,538.6010812612611,1605.218013547959,10585.650390625,490.6796428178283,541.6249044942708,1671.3950775314368,10636.7001953125,5268636,13658461,4408554,291500.0,-0.0032785542682627344,552.1830008370536,554.391607375372,547.0029732294172,13.482697966025693,51.00755373484585,-0.033243745232911404,1712.3982979910713,1690.8906889415923,1688.597070081533,57.76069080071964,37.06653094411996,-0.0027990448832247994,495.6743643624442,493.88256399972096,494.76867167747247,6.362830249931558,56.80823389771993
2019-02-20,495.0588989257813,548.8956298828125,1624.519775390625,10735.4501953125,495.6811189916119,551.408111630145,1640.682293235485,10752.7001953125,488.8481635349491,542.0697180468119,1596.140035390854,10646.400390625,490.3979237394512,544.2264627754766,1624.7318813803613,10655.4501953125,4892500,13776558,4645778,289200.0,0.015007212075655696,549.4291643415179,554.3206758045014,547.1750329251804,13.508722447436375,57.059433159568584,0.005223692887103226,1694.623814174107,1691.1351260230654,1682.7718614732687,57.453005252856414,39.24828315481734,0.011660094321719772,495.19468906947543,493.4375479561942,494.79505597277324,5.90013362762657,68.8219214481442
2019-02-21,496.8316345214844,554.4762573242188,1624.052978515625,10789.849609375,497.7826210860852,559.3233510379694,1645.9423564353733,10808.849609375,491.5954471195528,546.6720707342224,1609.5025915690744,10721.5,493.49736292242,549.6292229791139,1624.5196530848614,10744.099609375,5261544,23142949,4683919,279600.0,0.010167010151998612,549.0257742745536,554.5694841657366,547.8387805978202,13.458709215662259,53.87477285628576,-0.0002873445322558732,1676.237269810268,1691.6320510137648,1677.4337812043918,56.790320973456794,32.019451085357716,0.003580857953568106,494.3980146135603,493.2144775390625,494.98019947720155,5.663228645161261,61.380184826639656
2019-02-22,491.0905151367188,548.0061645507812,1633.767333984375,10791.650390625,499.6962861267264,553.764804671846,1637.4579568524096,10801.5498046875,490.5387492324773,545.1824135447996,1616.332183224106,10758.400390625,497.65340511233177,553.4535348502544,1626.5980906339057,10782.7001953125,8890708,19152470,2271955,396800.0,-0.011668836470403177,547.4979771205357,554.6975940522693,547.8539973208167,13.378789122054489,46.4314955230543,0.0059815508467149225,1660.9716622488838,1693.6541224888392,1673.4641041843904,53.71197307861157,30.925335055249178,-0.011555462627284241,493.1149466378348,493.0584949311756,494.6265918098849,5.675020258767792,50.29082053503728
2019-02-25,499.0623474121094,547.9839477539062,1684.24853515625,10880.099609375,500.1307383753816,552.742107821758,1688.3633698920123,10887.099609375,491.9593848154853,542.8033797195588,1637.8821535560453,10788.0498046875,491.9593848154853,549.6292906047091,1639.579001163977,10813.25,8140596,17176522,2934880,385900.0,-4.054114408225118e-05,548.0125296456473,554.3767874581473,547.8658109965521,13.458735485279723,35.75589425767784,0.03089864763592942,1653.7660609654017,1697.0316336495537,1674.444507000014,50.54452706376331,39.5872801082544,0.01623291843291086,493.6248299734933,493.3173450288318,495.02984231917804,5.824232344431623,55.35528520869493
2019-02-26,495.5989074707031,542.62548828125,1729.6817626953125,10835.2998046875,498.96843489097216,549.0956619235902,1735.1541589881797,10888.75,493.3565304832037,536.2887753653348,1673.3040359935885,10729.2998046875,495.7398156063835,537.8451245393707,1683.273016813933,10775.2998046875,9607428,22160532,6453309,415000.0,-0.009778497152370336,546.4751935686384,553.8315168108259,547.3894180224338,13.701295847866419,33.578952026907416,0.02697537007793671,1654.8568638392858,1701.7949393136162,1679.4660756995866,48.55130062289349,49.18853757938392,-0.006939894302517402,493.96026611328125,493.4811517624628,495.08157551477126,5.838380973454341,49.136934607061804
2019-02-27,491.2784423828125,544.0707397460938,1746.1414794921875,10806.650390625,498.8392701311798,553.5870008173056,1760.437299302169,10939.7001953125,490.3157039002316,537.622828868863,1715.5132909006404,10751.2001953125,496.8786521222033,546.0940828755768,1730.784922570379,10881.2001953125,7030092,24308835,4732082,381100.0,0.002663441906169073,546.691179547991,553.7034069242932,547.087719997312,13.783045262042771,28.489943552663206,0.009516037661879695,1665.49853515625,1705.9603155226935,1685.5274760443683,48.418462896882254,47.61157106763919,-0.008717664673516312,494.0391060965402,493.57172212146577,494.73583613913866,5.786039487187642,42.64991836175482
2019-02-28,487.8267517089844,547.4280395507812,1682.806640625,10792.5,494.4718483702258,551.3412646659417,1757.383238904388,10865.7001953125,486.8053110893168,545.4269598752707,1677.8433806457435,10784.849609375,491.47803790207473,548.6287111035471,1747.753543082522,10865.7001953125,11645376,24688859,8454295,644200.0,0.006170704578331687,547.6408952985491,554.1353817894345,547.1186581385365,13.415257801668565,34.327889743197574,-0.03627130997747474,1675.031215122768,1705.9886067708333,1685.2801273698803,48.404064527875676,38.05121903828082,-0.007025935551103424,493.8210710797991,493.7947910853795,494.10773755457916,5.44404268671698,40.81445966313068
2019-03-01,489.1885986328125,545.20458984375,1692.94482421875,10863.5,493.3094443663337,552.4529670830805,1701.089671759088,10877.900390625,487.6975408518197,543.5148394691456,1680.176004956409,10823.099609375,489.86952075209865,550.0738873711305,1692.6478966104678,10842.650390625,9352928,17329606,4148548,308500.0,-0.004061629193959138,547.1136038643973,554.7780558268229,546.9446519299195,12.584713573476211,35.78305660542736,0.006024568330669666,1684.8062220982142,1706.554210844494,1685.9769179925047,48.16711112372357,41.883853553310985,0.002791661012966573,492.98245675223217,494.3387640090216,493.6605431071458,4.188115007310412,40.9237494582176
2019-03-05,494.7653503417969,550.3629760742188,1686.7515869140625,10987.4501953125,495.704584981655,551.3190487732026,1702.786819832235,10994.900390625,486.05392612657954,541.8917231342477,1676.9947117630556,10817.0,490.491786869376,544.0262041170199,1701.0899719798865,10864.849609375,11837276,15577500,2449622,373200.0,0.009461377117069292,546.5259922572544,555.0003923688616,547.2554086703103,12.456792143798992,45.37916869270513,-0.0036582629369185105,1693.7631661551338,1705.5037841796875,1686.0473424399188,48.35560640846591,40.49830518600781,0.011400003443601037,492.68727329799106,494.642339797247,493.76098012847774,3.960227798962293,42.70999734534293
2019-03-06,494.09613037109375,562.4361572265625,1696.508544921875,11053.0,495.5167342511141,566.1270468840365,1709.5742947365632,11062.2998046875,490.8792631451005,549.2290665171735,1684.1640383335591,10998.849609375,495.4462801867686,551.3190805032713,1687.7698401959071,11024.849609375,8458044,26332276,2635047,372600.0,0.021936761150727513,548.587419782366,555.3148513067337,548.6354767208787,12.561757442303055,52.17846924457474,0.005784466475981187,1702.7261962890625,1704.277611142113,1686.9983608473692,48.23583963668838,43.605508447137225,-0.0013526007232333992,493.1166469029018,494.79664393833707,493.79144833235193,3.8673512368937053,44.112916366776155
2019-03-07,499.320556640625,564.8596801757812,1708.13134765625,11058.2001953125,500.14238685376495,569.1063789616119,1717.2519017425586,11089.0498046875,491.9240847223651,559.4789808376285,1697.0169151716218,11027.099609375,495.35231368485097,562.0803962714617,1701.0893900510484,11077.9501953125,10204852,17738092,2539884,321200.0,0.00430897430415822,550.9982386997768,554.8775780087426,550.110404307688,12.025642569730906,63.86626097608756,0.006851013376363735,1706.1380266462054,1702.7847609747023,1688.9195414663584,47.572409235393,46.213294807749214,0.010573704079826385,493.1535339355469,495.0381585984003,494.2940945421949,3.987911689538489,53.723173710503474
2019-03-08,499.7197570800781,563.4589233398438,1716.1070556640625,11035.400390625,500.1424241150189,566.7273454629021,1724.8458636406922,11049.0,495.3170948959671,561.1910410246052,1705.3745757166566,11008.9501953125,496.6320462654871,562.991988931222,1718.0584721457951,11038.849609375,7053460,13211934,2031071,326600.0,-0.002479831514087927,553.9744437081473,554.3598400297619,551.323906037884,11.361953977861154,57.60321782520353,0.004669259198805786,1704.1987827845983,1701.9020066034227,1691.3911336661495,47.12150957215954,49.1417186513765,0.0007994872915686457,493.74222673688615,495.1963675362723,494.7873365910933,4.108607256872803,56.52679683742574
2019-03-11,499.7785339355469,579.912353515625,1709.404296875,11168.0498046875,503.35936638045393,583.425315835217,1724.8455684563728,11180.900390625,498.3109796548472,563.8592460943664,1699.944350884456,11059.849609375,500.6121162322521,564.7708518609002,1721.367051624015,11068.75,9224108,21258869,3111689,352200.0,0.029200762458876817,559.0946742466518,554.2296200706845,553.9228558085877,11.032436120650775,75.99008639580354,-0.003905792920633866,1698.9506138392858,1699.4779227120537,1693.0286939578632,45.238322953131465,56.24467722962749,0.00011761963507739281,494.95652553013394,495.26122029622394,495.2410818042255,4.172235209231365,59.61115355876604
2019-03-12,509.7695617675781,592.0299072265625,1707.41064453125,11301.2001953125,510.7087963355516,593.2083156201982,1717.8887626017156,11320.400390625,501.786067939804,584.4257920428238,1699.393080063739,11227.0,504.1341543597376,585.6042004364595,1708.768205631828,11231.349609375,15097292,24561597,2658550,391300.0,0.02089549159881976,565.4663696289062,555.0967552548364,557.3871332102217,13.159746555424825,81.17395649713906,-0.0011662848557211225,1702.4654715401787,1696.6316615513392,1694.3361440099893,42.56704156787041,68.36090339223628,0.01999091028051181,498.0912126813616,495.86221604120163,496.5618527099848,5.232090386983334,68.3244825670765
2019-03-13,522.813232421875,599.12255859375,1697.2718505859375,11341.7001953125,524.5625454703749,604.7700011248371,1710.337598117217,11352.2998046875,510.02791237377454,590.5846347537425,1678.6913482289604,11276.599609375,510.70883455598266,594.5423268583403,1707.8771483276644,11326.2001953125,57166348,24577591,1833163,383000.0,0.011980224783598947,573.1689365931919,556.570568266369,561.1812627905424,16.1016468249095,80.93672039590918,-0.005938111009080593,1703.0836181640625,1694.1712181454614,1694.6030264259846,40.850983545908036,64.52646198139104,0.025587386208523633,502.8947317940848,497.02395920526413,498.9483417747021,7.870784838313657,72.011106066224
2019-03-14,522.3905639648438,596.565673828125,1686.15771484375,11343.25,527.7324609556068,605.6594672762811,1703.4655834792622,11383.4501953125,519.0680443714517,594.1421266687281,1680.727781056695,11313.75,527.1102409399631,600.2120965053618,1701.0474924597852,11382.5,15379864,22753310,1905495,294500.0,-0.004267715726856358,579.7693219866071,558.4403628394717,564.3980274303226,18.317912352223573,76.92752844483354,-0.006548235474682862,1702.998779296875,1690.9997384207588,1693.8352708275995,38.59828101485893,61.89474422519405,-0.0008084501898952823,506.84119088309154,497.9754929315476,501.07945288289676,9.577171413367838,70.71355752874253
2019-03-15,529.0239868164062,587.7164306640625,1730.742431640625,11426.849609375,530.644143872125,604.2364100965389,1755.3467267061706,11487.0,523.1655213748528,583.0694684590887,1689.212119844871,11370.7998046875,523.858195555882,598.0997697695152,1695.9146899037887,11376.849609375,12763088,34764353,5184318,463700.0,-0.014833644563015946,583.3807896205357,559.8220621744791,566.5178822697534,19.40083458690517,74.65487278324684,0.026441605316265715,1707.8893345424108,1690.529064360119,1697.1904672651474,38.01877911212623,66.38480722761356,0.012698205727944334,511.8308846609933,499.35415940057663,503.6198650586703,11.734868487199986,80.3038961469561
2019-03-18,531.0081176757812,600.345458984375,1716.1920166015625,11462.2001953125,538.0993288774123,603.8584800704158,1751.6561793268615,11530.150390625,527.6151434610266,590.9848634151969,1706.1805725114416,11412.5,531.1137701244236,591.874205781967,1733.3301390556317,11473.849609375,14358720,22104063,2349915,320300.0,0.02148830228558163,588.4501865931919,562.4869849795386,569.5931165165372,20.95526450626455,78.10930732881124,-0.008407036641073007,1709.0408586774554,1689.6483154296875,1698.917880841185,37.14892954653923,56.142997390034246,0.003750549897208355,516.3576790945871,501.0453476678757,506.10970620568037,13.566772064240054,78.22027688679475
2019-03-19,532.4874267578125,612.1295776367188,1716.1920166015625,11532.400390625,534.40109472269,613.6637228437745,1722.3006276470544,11543.849609375,528.5543810525128,597.2548818688533,1692.6906109213216,11451.25,532.8983419807543,604.7700026803525,1722.3006276470544,11500.2998046875,11957992,21448030,2373993,326100.0,0.019628896123041084,595.4031372070312,565.2842581612723,573.4600675274628,23.45177723568096,84.90396127186871,0.0,1709.0529959542412,1689.3695475260417,1700.4882568194012,36.914886058750284,46.85650306874116,0.002785850221096675,521.0387747628348,502.9137558710007,508.5076808013287,15.059359822066282,83.77042337807325
2019-03-20,539.8250732421875,611.6404418945312,1709.6165771484375,11521.0498046875,540.059881886486,617.2212140144412,1734.857187524217,11556.099609375,530.9140966563264,606.5488081067413,1696.8477563549195,11503.099609375,532.7808139132334,612.6854489247503,1720.6036249438885,11553.349609375,11711992,21639437,3091165,366300.0,-0.0007990722227080305,599.9357212611607,568.5738583519345,576.9310106517418,24.904735790981302,84.26155171688112,-0.003831412446578031,1709.0833217075892,1691.177490234375,1701.318104122041,36.93337685487549,41.077631039056456,0.01377994317922604,526.7597089494977,505.2517801920573,511.3547164777704,16.785128120721502,92.11646644187267
2019-03-22,534.459716796875,596.6546630859375,1701.6417236328125,11456.900390625,541.7035870004752,614.0640472818532,1710.4228918731476,11572.7998046875,533.2035248422408,594.4090435730079,1682.6794667503752,11434.5498046875,540.0599263550467,610.3286900177551,1709.5744678196393,11549.2001953125,30403880,25078643,3148149,386200.0,-0.024500961319980585,600.5964006696429,571.2345551990327,578.7240699639414,24.771239871455492,72.32760744688214,-0.004664702964524814,1708.2591901506696,1695.2519589378721,1701.3475240775656,32.712694914125464,56.3068826063178,-0.009939064914284534,530.2868739536831,507.39971923828125,513.4551710522345,17.51892731262999,89.15613624285137
2019-03-25,535.6690063476562,588.9614868164062,1683.4853515625,11354.25,537.2070145325475,594.4755872811774,1703.4657785403151,11395.650390625,529.0239098189734,585.5151962891665,1677.503920830511,11311.599609375,530.6675704353661,591.6963034908932,1703.4657785403151,11395.650390625,9199260,17394088,2429205,294500.0,-0.012893850908231586,599.1448189871652,573.1424531482514,579.6547442232563,24.506184371898676,68.90851651148549,-0.010669914717153728,1706.2896902901787,1698.0598435174852,1699.7236902125596,28.611405853782003,46.9939360460786,0.0022626392837028497,532.1234130859375,509.3335338774182,515.4746106245456,18.311991441623434,89.12828349052435
2019-03-26,542.7250366210938,607.9939575195312,1682.127685546875,11483.25,543.5820653270366,609.9283065865801,1692.5632374974166,11496.75,533.6262007543885,591.4294535742133,1661.2564780784203,11352.4501953125,534.4010234961627,591.5628549109531,1683.2730371116772,11375.2001953125,11786848,20734876,2316539,282600.0,0.032315306058472215,600.7774309430804,575.6909150623139,582.2310363410994,25.239724759903844,72.23744662170628,-0.0008064614369022172,1705.7139718191963,1700.8253057570685,1698.12405342477,23.439779307220096,48.48400923706191,0.013172369858669875,535.028337751116,511.51893397739957,517.9519220787772,19.448624801769203,89.39247264660543
2019-03-27,539.9307250976562,599.98974609375,1669.6136474609375,11445.0498046875,546.6462752480446,612.7521657804966,1695.151189715649,11546.2001953125,535.1406516895488,597.7663307190293,1663.7595010172113,11413.0,544.4155931295608,612.7521657804966,1691.7574936401422,11531.4501953125,13885300,22079870,2266166,350400.0,-0.013164952261098928,602.53076171875,578.1663237072173,583.8454645004313,24.93609962542062,64.9601631598706,-0.00743941033338924,1696.9812883649554,1702.5322730654761,1695.5321983371489,19.241456064340973,41.33883061653383,-0.005148668911304277,536.586443219866,513.8446582612537,519.9499950804935,19.80063237575506,86.37708539208278
2019-03-28,540.7174072265625,604.77001953125,1697.1021728515625,11570.0,545.9301481435697,609.1279751855097,1709.2345710817776,11588.5,537.2070291370998,597.1214971568348,1673.7705182926577,11452.4501953125,539.7781725630897,600.4343864888832,1679.8791282411366,11463.650390625,19554328,22930248,4054489,527700.0,0.007967258555037215,603.162841796875,580.8704223632812,585.7476967759602,24.575808189673484,65.60598300430405,0.016464003772626246,1694.2541678292412,1703.1443510509673,1695.6749232930047,18.83082063699343,46.77748982967787,0.0014570056719109825,537.9734845842634,515.8282325381324,521.837941639227,20.325234152843088,85.34475211366251
2019-04-01,542.8306884765625,618.9332885742188,1723.700439453125,11669.150390625,547.5738120902938,625.5812716150122,1730.7422956921178,11738.099609375,541.1400775374341,605.9040658511692,1703.8472994531064,11644.75,545.988853586173,609.2169554334296,1705.3320412800915,11665.2001953125,9647076,22088854,2095740,379600.0,0.023419264489907388,604.1348005022321,584.5041271391369,588.76456875762,24.277802357715238,69.72334558105501,0.015672755021502782,1695.3267996651787,1702.8595261346727,1698.222697489379,18.450760202463837,52.00089550568086,0.0039082915063515244,539.4510934012277,518.0773649669829,523.7463731698938,20.586378228149414,85.76150909999488
2019-04-02,538.8507080078125,617.9771728515625,1764.1278076171875,11713.2001953125,544.7561232234284,623.9359447841351,1769.8122061620938,11729.349609375,536.6434720782605,613.7082107757865,1728.239436218689,11655.849609375,544.7561232234284,621.6680623919196,1728.324257892855,11711.5498046875,10910496,17526740,3719663,386100.0,-0.0015447799307398702,605.0400477818081,588.0234810965402,591.4202600388875,23.466696424687292,65.20963382001898,0.023453824828685965,1703.1141183035713,1703.7160179501489,1704.2140711373618,20.82508190563184,62.243807153653165,-0.007331900265107882,539.3118983677456,520.3427109491257,525.1194945187955,20.10169303774322,80.43155522363794
2019-04-03,538.3574829101562,611.5292358398438,1764.1278076171875,11643.9501953125,543.8167835219373,623.8914503447172,1772.8666149710136,11761.0,537.3008440820696,610.106228754018,1746.1412628645392,11629.150390625,538.2048802321849,619.3334225165113,1768.9637822856978,11735.2998046875,7659452,17169813,2939886,365800.0,-0.010433940434993239,607.1649867466518,591.0759190150669,593.2483487480653,22.048336140568733,58.16115338299691,0.0,1712.0407017299108,1707.5884544735864,1709.6607744537096,24.05322425474944,62.804093323904894,-0.0009153279198236275,539.8687220982143,522.7489362444196,526.3229480089192,19.009494127367685,76.13203025925907
