Date,Close_HDFCBANK.NS,Close_RELIANCE.NS,Close_TCS.NS,Close_^NSEI,High_HDFCBANK.NS,High_RELIANCE.NS,High_TCS.NS,High_^NSEI,Low_HDFCBANK.NS,Low_RELIANCE.NS,Low_TCS.NS,Low_^NSEI,Open_HDFCBANK.NS,Open_RELIANCE.NS,Open_TCS.NS,Open_^NSEI,Volume_HDFCBANK.NS,Volume_RELIANCE.NS,Volume_TCS.NS,Volume_^NSEI
2019-01-15,498.2404479980469,502.3371276855469,1581.296875,10886.7998046875,499.3205907109775,503.38213462554216,1582.609057393477,10896.9501953125,493.5677788264635,491.37565675274993,1530.6695980620375,10777.5498046875,494.2839566691894,491.37565675274993,1532.3628166439646,10777.5498046875,5087556,22011407,7711653,310700.0
2019-01-16,497.8413391113281,505.1164245605469,1583.286376953125,10890.2998046875,498.9684322117089,509.1630510728316,1587.3924113212372,10928.150390625,495.0353869225107,502.64841043601535,1563.6873513121734,10876.900390625,497.8061407407654,504.7161611262395,1583.1593648910473,10899.650390625,5252452,13961606,2359280,276500.0
2019-01-17,500.6825256347656,504.4716491699219,1607.169677734375,10905.2001953125,501.5278024292341,510.4526253433749,1610.3088052111514,10930.650390625,496.232912917923,502.4927732399463,1587.6559250895612,10844.650390625,499.0271130885557,508.9184799903657,1593.3403246504438,10920.849609375,8240228,16379077,2625816,271700.0
2019-01-18,500.2010498046875,526.6613159179688,1612.55712890625,10906.9501953125,502.2556251764941,529.1293300822731,1615.5689720266953,10928.2001953125,496.514566031396,504.8273667420513,1591.6434561700694,10852.2001953125,501.3163907208111,510.8528098048495,1595.8855762558103,10914.849609375,5207976,56181172,1683728,323800.0
2019-01-21,504.40423583984375,550.3851928710938,1619.3865966796875,10961.849609375,508.7129979871169,551.3857327105305,1639.1549142463548,10987.4501953125,499.3206509206573,528.5734481188317,1608.1449804199751,10885.75,502.47881615648697,530.9525279850722,1613.7021981866287,10919.349609375,17561512,48206814,2409803,288800.0
2019-01-22,501.51611328125,549.2512817382812,1613.6175537109375,10922.75,504.0872567141924,554.4985800560028,1627.489264773322,10949.7998046875,499.9194028837618,542.3364367197829,1603.5212878517289,10864.150390625,503.899398315723,548.2285379681914,1618.029316885483,10949.7998046875,8796976,36207430,2457093,300800.0
2019-01-23,494.36614990234375,545.3158569335938,1591.3038330078125,10831.5,501.5161197506644,553.275709031057,1617.1807617444829,10944.7998046875,493.43866712295903,543.4037113706246,1586.5526799204551,10811.9501953125,501.0817007814959,548.4286147581106,1612.8538206036285,10931.0498046875,7624288,19313542,2578169,298900.0
2019-01-24,493.6264953613281,554.7208862304688,1613.32080078125,10849.7998046875,498.181760341372,557.2778345730263,1616.459928353064,10866.599609375,492.6050547807434,542.5588029080949,1590.795100727986,10798.650390625,495.4462624390069,544.7377510626503,1599.1096978814132,10844.0498046875,10111572,28775487,1962927,361100.0
2019-01-25,492.1589660644531,554.076171875,1629.65234375,10780.5498046875,495.4462874026699,562.3917617593302,1641.6999193019165,10931.7001953125,490.7501140623602,549.3625378680157,1612.8535124511334,10756.4501953125,491.4545400634067,556.0550479987443,1613.7019361820387,10859.75,11262236,18703992,2327080,463400.0
2019-01-28,489.37646484375,546.7610473632812,1658.6685791015625,10661.5498046875,493.5795744170383,558.5007230218457,1664.6075458809544,10804.4501953125,487.6389036226973,543.5815592935013,1633.6400762455544,10630.9501953125,490.75011848871424,556.0771759770403,1640.0032549377595,10792.4501953125,15360436,18744303,2769033,419700.0
2019-01-29,483.1423034667969,538.3565673828125,1682.2125244140625,10652.2001953125,489.1064202746107,547.6949599864604,1687.5576365275876,10690.349609375,482.0621607411309,534.2210062373374,1643.1002024844968,10583.650390625,487.99107918180977,547.405894004788,1664.6077281051018,10653.7001953125,14762788,20405845,2557626,356900.0
2019-01-30,477.7651672363281,531.7084350585938,1681.067138671875,10651.7998046875,483.0601139646413,544.7377153830962,1687.9393515586144,10710.2001953125,476.1919606855232,529.662888392258,1658.3717993131452,10612.849609375,483.0601139646413,540.290885129087,1679.539934222657,10702.25,18514160,17164298,2429575,410100.0
2019-01-31,488.3902587890625,545.6939086914062,1708.810546875,10830.9501953125,490.6913951123749,546.8278500631961,1713.6041625971006,10838.0498046875,474.7831084661907,534.0654289766883,1684.1214322343085,10678.5498046875,476.8963863970491,534.5101002266729,1685.8182800249729,10690.5498046875,16579404,22279301,4094319,604800.0
2019-02-01,490.8557434082031,555.83251953125,1722.2581787109375,10893.650390625,497.0899246894855,558.0781978668495,1726.3306551518851,10983.4501953125,487.6036779188113,545.649312834436,1695.235896258625,10813.4501953125,488.3902525205132,548.7398663456796,1704.9079501303418,10851.349609375,15654188,20187323,3064163,482300.0
2019-02-04,494.2487487792969,574.0424194335938,1739.481201171875,10912.25,496.1507219454004,576.7327691603633,1743.8929642790513,10927.900390625,489.024255848258,552.3196086388238,1716.361648565152,10814.150390625,491.92416586635767,554.5207606926173,1722.258153582852,10876.75,7938288,25528059,1590764,318300.0
2019-02-05,496.3973693847656,574.3314208984375,1734.6448974609375,10934.349609375,497.5596610446362,580.0456533746585,1743.5108846200185,10956.7001953125,492.3938693773488,568.572780672687,1720.6034423403394,10886.7001953125,494.9767652109925,574.5315526145657,1739.268765679337,10908.650390625,8690288,20479210,1111404,268100.0
2019-02-06,498.4166259765625,582.64697265625,1760.31005859375,11062.4501953125,499.4380666739204,585.9376579308329,1770.5336086513446,11072.599609375,496.2916532652782,575.5320560913038,1731.6757501884194,10962.7001953125,496.9138733421176,576.42139839868,1739.1841778894093,10965.099609375,10875684,20586783,1789812,298500.0
2019-02-07,497.1486511230469,573.820068359375,1767.18212890625,11069.400390625,500.1424616328208,587.5162967228948,1779.9509505372378,11118.099609375,494.4718552448418,571.9079229435836,1753.6922712123624,11043.599609375,498.9801701942932,582.6469989486654,1760.2675566994917,11070.4501953125,7217308,20150710,1339945,263500.0
2019-02-08,498.4166259765625,568.1724853515625,1748.941162109375,10943.599609375,503.6528710510584,578.3112835110752,1772.7819595181809,11041.2001953125,494.6596870641118,565.7489387471156,1740.1176353059527,10925.4501953125,495.9159364434978,571.3297096037913,1760.4798114382506,11023.5,12235644,14230054,1684474,352800.0
2019-02-11,502.4083557128906,557.2999877929688,1752.7587890625,10888.7998046875,503.1714839023567,567.4165827641457,1778.2964303871245,10930.900390625,496.221181557175,556.2994480427927,1738.3355832816883,10857.099609375,496.221181557175,567.3721156501077,1747.7531710865824,10930.900390625,7036364,16457901,1778730,286000.0
2019-02-12,500.0719909667969,558.7007446289062,1740.6265869140625,10831.400390625,504.3690009034476,565.7934572740039,1756.2375040965785,10910.900390625,498.9214514651015,556.5217966214702,1712.1194605154085,10823.7998046875,502.0209143070628,556.5217966214702,1756.2375040965785,10879.7001953125,9772388,13998153,2422903,292300.0
2019-02-14,495.4931640625,544.382080078125,1734.687744140625,10746.0498046875,502.4904727653386,551.8527951100378,1760.4798552637494,10792.7001953125,494.4130787504823,541.625058753806,1724.8885087734438,10718.75,502.4904727653386,551.8527951100378,1747.7959574925385,10786.099609375,7441388,14496604,1724085,627000.0
2019-02-15,493.2508544921875,553.3868408203125,1722.046142578125,10724.400390625,495.0002251035989,555.8103879290705,1740.9660391084496,10785.75,487.9794108373071,539.846216795909,1706.138192659371,10620.400390625,494.8241185851084,546.8499960317938,1738.420767121449,10780.25,8416524,20994460,1930065,521900.0
2019-02-18,490.7265625,542.558837890625,1671.6497802734375,10640.9501953125,497.324708331435,556.9666006579668,1732.4392745338578,10759.900390625,489.8108317183066,540.290955353684,1665.159316225355,10628.400390625,494.69486298210586,555.8548632656433,1728.7486509982434,10738.650390625,7138744,21106139,2942184,345400.0
2019-02-19,489.3529968261719,540.780029296875,1616.077880859375,10604.349609375,495.0118511073224,551.274565434073,1672.243501428661,10722.849609375,487.9793432416904,538.6010812612611,1605.218013547959,10585.650390625,490.6796428178283,541.6249044942708,1671.3950775314368,10636.7001953125,5268636,13658461,4408554,291500.0
2019-02-20,495.0588989257813,548.8956298828125,1624.519775390625,10735.4501953125,495.6811189916119,551.408111630145,1640.682293235485,10752.7001953125,488.8481635349491,542.0697180468119,1596.140035390854,10646.400390625,490.3979237394512,544.2264627754766,1624.7318813803613,10655.4501953125,4892500,13776558,4645778,289200.0
2019-02-21,496.8316345214844,554.4762573242188,1624.052978515625,10789.849609375,497.7826210860852,559.3233510379694,1645.9423564353733,10808.849609375,491.5954471195528,546.6720707342224,1609.5025915690744,10721.5,493.49736292242,549.6292229791139,1624.5196530848614,10744.099609375,5261544,23142949,4683919,279600.0
2019-02-22,491.0905151367188,548.0061645507812,1633.767333984375,10791.650390625,499.6962861267264,553.764804671846,1637.4579568524096,10801.5498046875,490.5387492324773,545.1824135447996,1616.332183224106,10758.400390625,497.65340511233177,553.4535348502544,1626.5980906339057,10782.7001953125,8890708,19152470,2271955,396800.0
2019-02-25,499.0623474121094,547.9839477539062,1684.24853515625,10880.099609375,500.1307383753816,552.742107821758,1688.3633698920123,10887.099609375,491.9593848154853,542.8033797195588,1637.8821535560453,10788.0498046875,491.9593848154853,549.6292906047091,1639.579001163977,10813.25,8140596,17176522,2934880,385900.0
2019-02-26,495.5989074707031,542.62548828125,1729.6817626953125,10835.2998046875,498.96843489097216,549.0956619235902,1735.1541589881797,10888.75,493.3565304832037,536.2887753653348,1673.3040359935885,10729.2998046875,495.7398156063835,537.8451245393707,1683.273016813933,10775.2998046875,9607428,22160532,6453309,415000.0
2019-02-27,491.2784423828125,544.0707397460938,1746.1414794921875,10806.650390625,498.8392701311798,553.5870008173056,1760.437299302169,10939.7001953125,490.3157039002316,537.622828868863,1715.5132909006404,10751.2001953125,496.8786521222033,546.0940828755768,1730.784922570379,10881.2001953125,7030092,24308835,4732082,381100.0
2019-02-28,487.8267517089844,547.4280395507812,1682.806640625,10792.5,494.4718483702258,551.3412646659417,1757.383238904388,10865.7001953125,486.8053110893168,545.4269598752707,1677.8433806457435,10784.849609375,491.47803790207473,548.6287111035471,1747.753543082522,10865.7001953125,11645376,24688859,8454295,644200.0
2019-03-01,489.1885986328125,545.20458984375,1692.94482421875,10863.5,493.3094443663337,552.4529670830805,1701.089671759088,10877.900390625,487.6975408518197,543.5148394691456,1680.176004956409,10823.099609375,489.86952075209865,550.0738873711305,1692.6478966104678,10842.650390625,9352928,17329606,4148548,308500.0
2019-03-05,494.7653503417969,550.3629760742188,1686.7515869140625,10987.4501953125,495.704584981655,551.3190487732026,1702.786819832235,10994.900390625,486.05392612657954,541.8917231342477,1676.9947117630556,10817.0,490.491786869376,544.0262041170199,1701.0899719798865,10864.849609375,11837276,15577500,2449622,373200.0
2019-03-06,494.09613037109375,562.4361572265625,1696.508544921875,11053.0,495.5167342511141,566.1270468840365,1709.5742947365632,11062.2998046875,490.8792631451005,549.2290665171735,1684.1640383335591,10998.849609375,495.4462801867686,551.3190805032713,1687.7698401959071,11024.849609375,8458044,26332276,2635047,372600.0
2019-03-07,499.320556640625,564.8596801757812,1708.13134765625,11058.2001953125,500.14238685376495,569.1063789616119,1717.2519017425586,11089.0498046875,491.9240847223651,559.4789808376285,1697.0169151716218,11027.099609375,495.35231368485097,562.0803962714617,1701.0893900510484,11077.9501953125,10204852,17738092,2539884,321200.0
2019-03-08,499.7197570800781,563.4589233398438,1716.1070556640625,11035.400390625,500.1424241150189,566.7273454629021,1724.8458636406922,11049.0,495.3170948959671,561.1910410246052,1705.3745757166566,11008.9501953125,496.6320462654871,562.991988931222,1718.0584721457951,11038.849609375,7053460,13211934,2031071,326600.0
2019-03-11,499.7785339355469,579.912353515625,1709.404296875,11168.0498046875,503.35936638045393,583.425315835217,1724.8455684563728,11180.900390625,498.3109796548472,563.8592460943664,1699.944350884456,11059.849609375,500.6121162322521,564.7708518609002,1721.367051624015,11068.75,9224108,21258869,3111689,352200.0
2019-03-12,509.7695617675781,592.0299072265625,1707.41064453125,11301.2001953125,510.7087963355516,593.2083156201982,1717.8887626017156,11320.400390625,501.786067939804,584.4257920428238,1699.393080063739,11227.0,504.1341543597376,585.6042004364595,1708.768205631828,11231.349609375,15097292,24561597,2658550,391300.0
2019-03-13,522.813232421875,599.12255859375,1697.2718505859375,11341.7001953125,524.5625454703749,604.7700011248371,1710.337598117217,11352.2998046875,510.02791237377454,590.5846347537425,1678.6913482289604,11276.599609375,510.70883455598266,594.5423268583403,1707.8771483276644,11326.2001953125,57166348,24577591,1833163,383000.0
2019-03-14,522.3905639648438,596.565673828125,1686.15771484375,11343.25,527.7324609556068,605.6594672762811,1703.4655834792622,11383.4501953125,519.0680443714517,594.1421266687281,1680.727781056695,11313.75,527.1102409399631,600.2120965053618,1701.0474924597852,11382.5,15379864,22753310,1905495,294500.0
2019-03-15,529.0239868164062,587.7164306640625,1730.742431640625,11426.849609375,530.644143872125,604.2364100965389,1755.3467267061706,11487.0,523.1655213748528,583.0694684590887,1689.212119844871,11370.7998046875,523.858195555882,598.0997697695152,1695.9146899037887,11376.849609375,12763088,34764353,5184318,463700.0
2019-03-18,531.0081176757812,600.345458984375,1716.1920166015625,11462.2001953125,538.0993288774123,603.8584800704158,1751.6561793268615,11530.150390625,527.6151434610266,590.9848634151969,1706.1805725114416,11412.5,531.1137701244236,591.874205781967,1733.3301390556317,11473.849609375,14358720,22104063,2349915,320300.0
2019-03-19,532.4874267578125,612.1295776367188,1716.1920166015625,11532.400390625,534.40109472269,613.6637228437745,1722.3006276470544,11543.849609375,528.5543810525128,597.2548818688533,1692.6906109213216,11451.25,532.8983419807543,604.7700026803525,1722.3006276470544,11500.2998046875,11957992,21448030,2373993,326100.0
2019-03-20,539.8250732421875,611.6404418945312,1709.6165771484375,11521.0498046875,540.059881886486,617.2212140144412,1734.857187524217,11556.099609375,530.9140966563264,606.5488081067413,1696.8477563549195,11503.099609375,532.7808139132334,612.6854489247503,1720.6036249438885,11553.349609375,11711992,21639437,3091165,366300.0
2019-03-22,534.459716796875,596.6546630859375,1701.6417236328125,11456.900390625,541.7035870004752,614.0640472818532,1710.4228918731476,11572.7998046875,533.2035248422408,594.4090435730079,1682.6794667503752,11434.5498046875,540.0599263550467,610.3286900177551,1709.5744678196393,11549.2001953125,30403880,25078643,3148149,386200.0
2019-03-25,535.6690063476562,588.9614868164062,1683.4853515625,11354.25,537.2070145325475,594.4755872811774,1703.4657785403151,11395.650390625,529.0239098189734,585.5151962891665,1677.503920830511,11311.599609375,530.6675704353661,591.6963034908932,1703.4657785403151,11395.650390625,9199260,17394088,2429205,294500.0
2019-03-26,542.7250366210938,607.9939575195312,1682.127685546875,11483.25,543.5820653270366,609.9283065865801,1692.5632374974166,11496.75,533.6262007543885,591.4294535742133,1661.2564780784203,11352.4501953125,534.4010234961627,591.5628549109531,1683.2730371116772,11375.2001953125,11786848,20734876,2316539,282600.0
2019-03-27,539.9307250976562,599.98974609375,1669.6136474609375,11445.0498046875,546.6462752480446,612.7521657804966,1695.151189715649,11546.2001953125,535.1406516895488,597.7663307190293,1663.7595010172113,11413.0,544.4155931295608,612.7521657804966,1691.7574936401422,11531.4501953125,13885300,22079870,2266166,350400.0
2019-03-28,540.7174072265625,604.77001953125,1697.1021728515625,11570.0,545.9301481435697,609.1279751855097,1709.2345710817776,11588.5,537.2070291370998,597.1214971568348,1673.7705182926577,11452.4501953125,539.7781725630897,600.4343864888832,1679.8791282411366,11463.650390625,19554328,22930248,4054489,527700.0
2019-04-01,542.8306884765625,618.9332885742188,1723.700439453125,11669.150390625,547.5738120902938,625.5812716150122,1730.7422956921178,11738.099609375,541.1400775374341,605.9040658511692,1703.8472994531064,11644.75,545.988853586173,609.2169554334296,1705.3320412800915,11665.2001953125,9647076,22088854,2095740,379600.0
2019-04-02,538.8507080078125,617.9771728515625,1764.1278076171875,11713.2001953125,544.7561232234284,623.9359447841351,1769.8122061620938,11729.349609375,536.6434720782605,613.7082107757865,1728.239436218689,11655.849609375,544.7561232234284,621.6680623919196,1728.324257892855,11711.5498046875,10910496,17526740,3719663,386100.0
2019-04-03,538.3574829101562,611.5292358398438,1764.1278076171875,11643.9501953125,543.8167835219373,623.8914503447172,1772.8666149710136,11761.0,537.3008440820696,610.106228754018,1746.1412628645392,11629.150390625,538.2048802321849,619.3334225165113,1768.9637822856978,11735.2998046875,7659452,17169813,2939886,365800.0
2019-04-04,536.2911376953125,601.6795043945312,1709.1500244140625,11598.0,543.1123395908032,615.3090614383648,1764.46722378721,11662.5498046875,535.363655108963,599.10029291152,1703.1262351631096,11559.2001953125,538.3574650224012,613.2190476033604,1763.1521252553496,11660.2001953125,9211552,18320845,4397518,349000.0
2019-04-05,541.3748168945312,602.0574951171875,1737.826416015625,11665.9501953125,543.2884843573064,606.504325853729,1743.001676632029,11689.650390625,535.833310125715,597.2104603007144,1712.7979152831315,11609.5,537.1952116868302,605.1925161296278,1721.154868543053,11638.400390625,8351180,14717266,3152103,266700.0
2019-04-08,537.5709838867188,591.095947265625,1756.8740234375,11604.5,545.4488267832432,603.6582929392833,1760.4798254897078,11710.2998046875,535.3873089635672,588.627992740065,1724.5914483431325,11549.099609375,544.5213439369325,602.9912862254353,1746.9050412931606,11704.349609375,6398132,19081843,2194294,260900.0
2019-04-09,537.0661010742188,593.4083862304688,1774.4783935546875,11671.9501953125,540.7643374243855,596.1876106976699,1779.9931483039609,11683.900390625,532.3112257668615,587.4273512674519,1745.7591648141988,11569.7001953125,539.2615849491364,590.940372210303,1756.237281691706,11612.0498046875,10777600,20774977,2690970,300500.0
2019-04-10,525.34912109375,592.0520629882812,1730.9969482421875,11584.2998046875,536.302920957737,599.4338419665922,1769.3881316304776,11680.0498046875,523.8580633348123,589.8731148625114,1727.391146487486,11571.75,528.3194273883136,594.9647482369978,1767.267071774771,11646.849609375,108128700,16651949,3313062,359900.0
2019-04-11,530.08056640625,598.9003295898438,1713.392333984375,11596.7001953125,531.3720140763428,601.6573506712888,1743.5113871442884,11606.7001953125,525.255236828182,590.9849439720497,1708.4290741067116,11550.5498046875,527.1219542678673,592.7414250701705,1735.0271468175522,11592.5498046875,8793300,12558520,3422442,279800.0
2019-04-12,531.9003295898438,597.2549438476562,1709.1500244140625,11643.4501953125,533.5322383500043,603.3915846813426,1729.9364109110318,11657.349609375,528.8126185686696,594.3867254762824,1702.786844874174,11578.7998046875,528.8126185686696,600.3232345801729,1729.08798697238,11612.849609375,9170444,12948769,3198471,246000.0
2019-04-15,537.4300537109375,595.9431762695312,1792.9744873046875,11690.349609375,538.3927347875293,599.8564019507799,1798.4892433252269,11704.599609375,531.6889936396315,593.6530303118567,1731.6333904492762,11648.25,533.0156395917834,598.0998614854599,1756.2376865409124,11667.0,10219780,9285737,9189201,290000.0
2019-04-16,541.2457275390625,597.5438842773438,1808.670654296875,11787.150390625,542.3845151744359,604.7699383783045,1829.1600147776044,11810.9501953125,535.4342130500812,595.876278529146,1794.8837617839113,11731.5498046875,537.934902414806,598.0996934914357,1798.659207845116,11736.2001953125,8273776,17360317,5771952,354300.0
2019-04-18,538.5687866210938,616.3095703125,1824.1539306640625,11752.7998046875,543.5937256555237,617.9993206473149,1828.353587733298,11856.150390625,537.2421408035731,606.9934427550846,1793.7378496105157,11738.5,543.1123565029128,611.4402728997795,1824.0265427924187,11856.150390625,10614856,39286534,3413728,339700.0
2019-04-22,532.7103881835938,598.2554931640625,1833.8258056640625,11594.4501953125,545.9301270258738,607.8828922174837,1846.1704148927984,11727.0498046875,530.9023729916132,596.4544856735463,1820.378411068046,11583.9501953125,545.9301270258738,604.7700749461642,1822.414545583516,11727.0498046875,20980420,23607922,2007135,260400.0
2019-04-23,527.2158813476562,606.4820556640625,1828.395751953125,11575.9501953125,537.7118166974003,610.5508857514487,1837.261739237812,11645.9501953125,526.3471007946778,598.5444678230537,1810.578852149849,11564.7998046875,534.7884604256,599.4338101256589,1835.1406797374216,11612.9501953125,15282400,19807450,2163524,272500.0
2019-04-24,535.3050537109375,617.8882446289062,1852.4910888671875,11726.150390625,536.2794867395662,620.2450612802776,1862.290426158431,11740.849609375,527.6268218353347,607.5493130403371,1829.2868199109307,11578.849609375,528.3194959314001,609.3503203942593,1830.8987424373092,11601.5,12354128,16101112,3003071,335200.0
2019-04-25,531.4776611328125,610.2841796875,1862.2908935546875,11641.7998046875,539.7781703680324,628.0715628737009,1870.775134527602,11796.75,530.1862134757891,605.926282977455,1839.4259055596413,11624.2998046875,536.9839128597633,617.7104265646376,1845.322411608859,11735.7001953125,18086636,30469914,4211526,604400.0
2019-04-26,535.5868530273438,619.3556518554688,1899.2398681640625,11754.650390625,536.5378396569926,620.7564551251317,1903.821275589289,11762.900390625,529.9396927464303,609.528181305051,1860.7212885733347,11661.75,532.0529708894993,611.4403267472761,1869.078349066064,11683.75,11707568,15069884,2716958,333500.0
2019-04-30,544.1573486328125,619.3556518554688,1917.73486328125,11748.150390625,544.7561222151697,620.9565274717629,1923.334336209177,11756.25,534.9880584725012,607.7939043347865,1892.0700427411,11655.900390625,536.5378186472684,620.9565274717629,1899.239182589008,11748.75,12536836,22348580,3488395,532600.0
2019-05-02,553.1622314453125,624.8030395507812,1879.5987548828125,11724.75,554.0662103557893,628.7384682810313,1916.929417002708,11789.2998046875,544.1690486474902,614.597510131298,1875.9506967925715,11699.5498046875,545.5779005533736,618.9998732533446,1913.196433644638,11725.5498046875,17169300,18992003,2457699,380300.0
2019-05-03,556.0151977539062,626.4928588867188,1808.8397216796875,11712.25,558.3750364337064,630.3394131790576,1854.697074061976,11770.900390625,553.3266498553529,623.7358380847257,1802.900754488432,11699.349609375,555.1346652111702,626.0926548076853,1853.8061875563403,11722.599609375,12351520,14240262,3780886,305500.0
2019-05-06,546.7402954101562,615.8427124023438,1830.771484375,11598.25,552.246547852736,623.8025642845884,1836.837632038001,11632.5498046875,544.0634992127839,612.8188295325302,1788.9016845968245,11571.349609375,551.3308168710932,621.668083175341,1790.174320369599,11605.7998046875,13748092,15832114,2891422,299000.0
2019-05-07,545.3079223632812,597.4327392578125,1825.765869140625,11497.900390625,553.6788282827391,620.3339569377828,1853.254929271468,11657.0498046875,544.2864817469844,595.9652650685441,1814.609177104792,11484.4501953125,552.246472505503,620.2450227062299,1832.638185957024,11651.5,9924204,19417647,2201698,337500.0
2019-05-08,541.76220703125,577.8443603515625,1826.529541015625,11359.4501953125,545.6483012904763,595.8762788594979,1839.3830807044717,11479.099609375,537.2421409415971,574.6204056860232,1807.4822580745165,11346.9501953125,545.3547905054339,595.8762788594979,1824.9598738908292,11478.7001953125,12064208,31958919,1824895,372800.0
2019-05-09,537.9231567382812,558.7230834960938,1843.2435302734373,11301.7998046875,540.0599385561462,573.1085830669476,1853.0428685157333,11357.599609375,533.3913952888565,556.633069435921,1812.3185181143012,11255.0498046875,540.0599385561462,573.1085830669476,1819.8694085639968,11322.400390625,9027724,42670173,2264162,373000.0
2019-05-10,539.2380981445312,556.3662109375,1812.064208984375,11278.900390625,545.9066412872851,568.1725569326192,1859.7456013137275,11345.7998046875,538.0288564526202,553.6313942112528,1803.622430733836,11251.0498046875,538.0288564526202,562.5250550135701,1845.322391814488,11314.150390625,10594200,24557430,2039633,387300.0
2019-05-13,537.0543823242188,547.8727416992188,1806.0823974609373,11148.2001953125,543.1946634835718,560.6573639690338,1838.53461200134,11300.2001953125,535.3637713536324,545.8493988853006,1800.058504849214,11125.599609375,539.1324619988231,554.9209873160831,1809.6881990765376,11258.7001953125,11071632,17603659,1701744,357600.0
2019-05-14,537.21875,560.5017700195312,1775.1995849609375,11222.0498046875,542.6428533775367,564.4594621270546,1832.4257276891888,11294.75,534.3188972304139,547.6281538909506,1758.231109303356,11108.2998046875,539.28507782603,549.8515690855692,1811.3847764468453,11151.650390625,10494744,28438234,2456110,398100.0
2019-05-15,536.9369506835938,558.923095703125,1777.78759765625,11157.0,541.7505282075591,568.3059540878594,1802.0526073320489,11286.7998046875,535.8803117149184,556.1216080069211,1768.539858749367,11136.9501953125,539.1206826841227,566.0825389036912,1779.14515893376,11271.7001953125,8956348,24419559,2346876,414200.0
2019-05-16,542.5606689453125,562.6806640625,1789.1138916015625,11257.099609375,544.5213444096216,565.5933489677834,1802.0523560221548,11281.5498046875,535.3638056291235,559.4567093714724,1762.2188955116071,11143.349609375,535.492961872065,560.2793806324029,1778.296486922051,11180.349609375,8050136,14451308,1946529,350700.0
