TCS.NS_Return,TCS.NS_MA7,TCS.NS_MA21,TCS.NS_EMA21,TCS.NS_STD21,TCS.NS_RSI,Target_Reg,Target_Cls,Split
0.0141944844251242,1629.7374616350446,1606.2115769159227,1615.1427286121504,30.753741119556476,65.78120117336307,1681.067138671875,0,Train
-0.0006808805222672,1638.548967633929,1609.5515194847471,1621.135856799398,34.83008723831291,65.32735602380242,1708.810546875,1,Train
0.0165034504362768,1652.1479666573662,1613.3861316499256,1629.106283169907,40.899492988622704,78.97176149336009,1722.2581787109375,1,Train
0.0078695861636213,1670.8557303292412,1618.8024727957588,1637.574637310001,47.25922851960871,88.09928059985467,1739.481201171875,1,Train
0.010000255869784,1688.8786446707588,1625.970203218006,1646.8388703883531,53.50817902581784,86.50846330688785,1734.6448974609375,0,Train
-0.0027803138704111,1703.877580915179,1632.0590239025298,1654.8212364858607,58.277726580366696,84.4799979533281,1760.31005859375,1,Train
0.0147956282985524,1718.3977922712054,1639.5453520275298,1664.4111294047598,64.17104480334595,84.60497904159573,1767.18212890625,1,Train
0.0039038976565242,1730.5363071986608,1647.625011625744,1673.7539475412589,69.10559896873234,84.70758439281018,1748.941162109375,0,Train
-0.0103220638656892,1740.2325962611608,1654.7715425037202,1680.589148865633,71.52848126044707,77.66304554646004,1752.7587890625,1,Train
0.0021828218329087,1746.5109165736608,1663.954334077381,1687.1500252471665,71.11975555786735,79.95970135052518,1740.6265869140625,0,Train
-0.0069217751034222,1749.134974888393,1673.7406180245537,1692.011530853248,66.49366799067991,83.62633254347432,1734.687744140625,0,Train
-0.0034118993804216,1748.4501953125,1681.044945126488,1695.8911866066458,64.21699429740573,79.46452597177061,1722.046142578125,0,Train
-0.0072875372557398,1746.6503731863838,1687.652553013393,1698.26890987678,60.69758543438692,72.83985636259392,1671.6497802734375,0,Train
-0.0292653960068907,1733.984619140625,1690.7230340866815,1695.8489890037488,57.99333933264784,52.90219508148044,1616.077880859375,0,Train
-0.0332437452329114,1712.398297991071,1690.8906889415923,1688.597070081533,57.76069080071964,37.06653094411996,1624.519775390625,1,Train
0.0052236928871032,1694.623814174107,1691.1351260230654,1682.7718614732687,57.453005252856414,39.24828315481734,1624.052978515625,0,Train
