Ticker,Model,Accuracy_basic,Precision_basic,Recall_basic,F1_basic,ROC_AUC,Directional_Acc,TrainRows,TestRows,Accuracy_enhanced,Precision_enhanced,Recall_enhanced,F1_enhanced,Δ_Accuracy,Δ_F1,Δ_Precision,Δ_Recall
RELIANCE,LogisticRegression,0.5034246575342466,0.5263157894736842,0.6451612903225806,0.5797101449275363,0.4977631269131151,0.5034246575342466,1168,292,0.7534246575342466,0.7398843930635838,0.8258064516129032,0.7804878048780488,0.25,0.20077765995051255,0.2135686035898996,0.1806451612903226
RELIANCE,DecisionTree,0.4897260273972603,0.7142857142857143,0.064516129032258,0.1183431952662721,0.5176595243701436,0.4897260273972603,1168,292,0.5308219178082192,0.5511363636363636,0.6258064516129033,0.5861027190332326,0.0410958904109589,0.4677595237669605,-0.16314935064935066,0.5612903225806453
RELIANCE,RandomForest,0.4931506849315068,0.64,0.1032258064516129,0.1777777777777777,0.5662114433717919,0.4931506849315068,1168,292,0.5068493150684932,0.5567010309278351,0.3483870967741935,0.4285714285714285,0.013698630136986356,0.2507936507936508,-0.08329896907216494,0.2451612903225806
TCS,LogisticRegression,0.5342465753424658,0.5256410256410257,0.5694444444444444,0.5466666666666666,0.5159065315315315,0.5342465753424658,1168,292,0.726027397260274,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.1917808219178082,0.21523809523809523,0.14102564102564097,0.3194444444444444
TCS,DecisionTree,0.5205479452054794,0.5625,0.125,0.2045454545454545,0.5152027027027027,0.5205479452054794,1168,292,0.4931506849315068,0.487012987012987,0.5208333333333334,0.5033557046979866,-0.0273972602739726,0.29881025015253215,-0.07548701298701299,0.39583333333333337
TCS,RandomForest,0.523972602739726,0.6086956521739131,0.0972222222222222,0.1676646706586826,0.4968562312312312,0.523972602739726,1168,292,0.5205479452054794,0.5140845070422535,0.5069444444444444,0.5104895104895105,-0.003424657534246589,0.3428248398308279,-0.09461114513165958,0.4097222222222222
HDFCBANK,LogisticRegression,0.5068493150684932,0.5352941176470588,0.5833333333333334,0.558282208588957,0.5197021116138764,0.5068493150684932,1168,292,0.7568493150684932,0.7157360406091371,0.903846153846154,0.7988668555240793,0.25,0.24058464693512227,0.18044192296207828,0.3205128205128206
HDFCBANK,DecisionTree,0.4794520547945205,0.5136986301369864,0.4807692307692308,0.4966887417218543,0.4793552036199095,0.4794520547945205,1168,292,0.541095890410959,0.56875,0.5833333333333334,0.5759493670886076,0.061643835616438436,0.07926062536675327,0.05505136986301362,0.10256410256410259
HDFCBANK,RandomForest,0.5342465753424658,0.5980392156862745,0.391025641025641,0.4728682170542636,0.5259945324283559,0.5342465753424658,1168,292,0.5342465753424658,0.5793650793650794,0.4679487179487179,0.5177304964539007,0.0,0.044862279399637106,-0.01867413632119508,0.07692307692307687
