Ticker,Model,MAE_basic,RMSE_basic,R2_basic,TrainRows,TestRows,RMSE_enhanced,MAE_enhanced,R2_enhanced,Δ_RMSE,Δ_MAE,Δ_R2
RELIANCE,LinearRegression,18.576165640699127,24.424498067030395,0.9558864271301158,1168,292,17.585252105810444,12.737170498192592,0.9771325290336924,6.839245961219952,5.838995142506535,0.021246101903576564
RELIANCE,DecisionTree,142.58877061817745,168.794178150684,-1.1068609099337103,1168,292,197.70490393953227,167.41194633588398,-1.8903858493344976,-28.910725788848282,-24.823175717706533,-0.7835249394007873
RELIANCE,RandomForest,142.67624548298036,171.0937898546282,-1.1646587008890903,1168,292,180.2453845925074,151.53911434434863,-1.402421713600415,-9.151594737879208,-8.86286886136827,-0.2377630127113246
TCS,LinearRegression,56.79123793534676,73.02220842222336,0.9427539922058784,1168,292,52.02090521064168,37.10071262990039,0.9709469929860416,21.00130321158168,19.690525305446364,0.02819300078016318
TCS,DecisionTree,441.7008666992188,519.0445068773867,-1.8923075900620137,1168,292,652.8521019186851,580.3555172436858,-3.575777434763712,-133.80759504129844,-138.65465054446696,-1.6834698447016985
TCS,RandomForest,431.53889396353946,500.80333945013103,-1.6925867925785505,1168,292,539.875722728483,470.1992207649962,-2.129124736145753,-39.072383278351936,-38.66032680145673,-0.4365379435672023
HDFCBANK,LinearRegression,10.573950089953414,14.32118119466795,0.9490181238189848,1168,292,9.566633649045926,6.859892036092735,0.9772502608698004,4.7545475456220245,3.714058053860678,0.02823213705081562
HDFCBANK,DecisionTree,27.965709320486408,38.467151286264176,0.6321775898795139,1168,292,40.56836850899639,29.93132269872378,0.590896476643167,-2.101217222732217,-1.9656133782373715,-0.04128111323634687
HDFCBANK,RandomForest,23.76849418222088,35.222402019922086,0.6916129914827422,1168,292,35.314658849971565,23.711826130070094,0.6899953807399595,-0.09225683004947882,0.05666805215078696,-0.0016176107427827713
